FID,ZID,REC_NO,REC_TYPE,DEP_NUM,REP_DATE,INFO_SRC,FIL_LINK,REP,REP_AFF,SYN,DIST,COUNTY,STATE,COUNTRY,PHYS,DRAIN,LAND_ST,QUAD1,Q1_SCALE,QUAD2,Q2_SCALE,ELEV,UTM_N,UTM_E,UTM_Z,ACC,TOWNSHIP,RANGE,SECTION,SECT_FRACT,MERIDIAN,POSITION,LOCATION,SITE_NAME,LAT,LONG,COMMOD,ORE_MAT,COM_SUB,GEN_ANAL,COM_INFO,MAJOR,MINOR,POTEN,OCCUR,NP_MAIN,NP_MINOR,PROD,LOCAL_STRU,STATUS,DISC,YR_DISC,NAT_DISC,YR_1ST_PRO,YR_LAST_PR,OWNER,OPER,EXPL_COM,DEP_TYPE,DEP_FORM,DEPTH_TOP,DEP_T_U,DEPTH_BOT,DEP_B_U,MAX_LEN,M_L_U,MAX_WID,M_W_U,MAX_THICK,M_T_U,DEP_SIZE,STRIKE,DIP,PLUNGE_DIR,PLUNGE,DEP_DESC_C,DEPTH_WK,D_WK_U,LEN_WK,L_WK_U,OV_LEN_WK,O_L_U,OV_WID_WK,O_W_U,OV_AREA_WK,O_A_U,DESC_WORK_,HR_AGE,HR_TYPE,IG_AGE,IG_TYPE,MIN_AGE,NON_ORE_MI,ORE_CNTL,TECT_SET,REG_STRUCT,ALTER_,CONC,FORM_AGE,FORM_NAME,FORM2_AGE,FORM2_NAME,IG_UNIT_AG,IG_UNIT_NA,IG2_UNIT_A,IG2_UNIT_N,GEOL_COM,GEN_COM,RF1,RF2,RF3,RF4,DESC_WORK,AP_ITEM,AP_ACC,AP_AMT,AP_U,AP_YEAR,AP_GRADE,CP_ITEM,CP_ACC,CP_AMT,CP_U,CP_YEAR,CP_GRADE,P_SOURCE,P_COM,RPR_ITEM,RPR_ACC,RPR_AMT,RPR_U,RPR_YEAR,RPR_GRADE,RPR_SOURCE,RPR_COM,R_ITEM,R_ACC,R_AMT,R_U,R_YEAR,R_GRADE,R_SOURCE,R_COM,PR_ITEM,PR_ACC,PR_AMT,PR_U,PR_YEAR,PR_GRADE,PR_SOURCE,PR_COM,REF
167,2236,DC13673,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,EMERY,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,024S,011E,35, ,SL, , ,AEC #1, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS,USGS BULL. 1196; 1965; P. 9,USGS PROF. PAPER 300; 1956; P. 272-273,CONSV. DIV. COMP. DATE; 10-16-1970, , , , , , , ,U EST, ,1.00000,TONS,TO 1958; 0.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
168,2265,DC13703,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,EMERY,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,024S,011E, , ,SL, , ,MOUNTAIN KING #15, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 10-30-1970, ,U EST, ,0.10000,TONS,1956,.2 % U3O8 - .4 % U3O8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
169,2271,DC13709,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,EMERY,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,025S,009E,25, ,SL, , ,GREAT BASIN, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USGS BULL. 1046-D; 1957; PL. 2,USGS BULL. 1239; 1968; PL. 1,HILPERT'S FILE,CONSV. DIV. COMP. DATE; 09-24-1970, ,U EST, ,0.10000,TONS,1954,.14 % U3O8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
170,2278,DC13716,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,EMERY,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,025S,010E,24, ,SL, , ,LITTLE ERMA #1, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 10-26-1970, ,U EST, ,0.01000,TONS,1955,.1 % U3O8 - .2 % U3O8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
171,2284,DC13722,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,EMERY,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,025S,010E, , ,SL, , ,WILD HORSE #32; #33, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 10-30-1970, ,U EST, ,0.10000,TONS,1954,.1 % U3O8 - .2 % U3O8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
172,2300,DC13738,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, , ,EMERY,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,026S,009E,01 06 12, ,SL, , ,LITTLE SUSAN GROUP, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 10-26-1970, , , , , , , ,U EST, ,0.10000,TONS,1955-1956; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
173,2342,DC14104,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS,PICK'S MINE, ,EMERY,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,026S,009E,09 08, ,SL, , ,DELTA URANIUM MINE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS,USGS MAP MF-54; 1957,USGS BULL. 1239; 1968; P. 90-92 {{ 3A) USGS PP 300; 1956; P. 275-278 {{ 3B) UTAH G & MS BULL. 79; 1966; P. 38 {{ 3C) USGS BULL. 1046-D; 1957; PL. 2,CONSV. DIV. COMP. DATE; 10-19-1970, , , , , , , ,U EST, ,100.000,TONS,1952-1962; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
174,2378,W014796,X1N,15 - TID BOT - 28,77 01, ,BLM,TRIMBLE; LARRY M.,BLM, ,GREEN RIVER DESERT DISTRICT,EMERY,UT,US,11,14,49, , ,SALINA,250000,4440 FT,4313650,554300,12,UNKNOWN PR,021S,014E,22, ,SALT LAKE,3.4 MILES NORTH 1 DEG EAST OF THE HANKSVILLE INTERCHANGE ON INTERSTATE HIGHWAY 70,MORE EXACT MERIDIAN LOCATION NW 1/4 NW 1/4 SW 1/4 SEC. 22; T 21S; R 14E,INCLINE #17 MINE,38-58-19N,110-22-23W,U V,COFFINITE; CORVUSITE; URANINITE; MONTROSEITE TYUYAMUNITE, , , ,U,V, , , , ,M,PERIODIC FOLDS IN SUB - MORRISON SEDIMENTS SALERATUS GRABEN,7, ,1955,B, , ,ATLAS MINERALS,JACK WATERSON & SONS,L60 - ECONOMIC STUDY (1957); L70 - ECONOMIC STUDY (1975 - 76),BEDDED; CLASTIC SEDIMENTARY ROCK; REPLACEMENT,PINCH AND SWELL; LENTICULAR,15,FT,50,FT,200,FT,50,FT,6,FT,MEDIUM,N 10 DEG E,7 DEG SE,NE,5 DEG,DEPOSIT IS ELONGATE IN THE PALEOCHANNEL DIRECTION,50,FT,1000,FT, , , , , , , ,LJUR,SANDSTONE; CONGLOMERATE, , ,LCRET,CALCITE; LIMONITE; PYRITE,PLANT REMAINS; PALEOCHANNELS,STABLE PLATFORM,SAN RAFAEL SWELL; UINTA BASIN; PARADOX FOLD - AND FAULT BELT,BLEACHING IN MUDSTONE AND SANDSTONE,PRIMARY ORE MINERALS PRECIPITATED IN A REDUCING ENVIRONMENT,LJUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , ,MINERALIZATION IS LARGELY CONFINED TO PALEOCHANNELS AND IS CLOSELY RELATED TO PLANT REMAINS WHICH HAVE BEEN PARTIALLY OR WHOLLY REPLACED BY URANIUM AND OR VANADIUM MINERALS., ,TRIMBLE; L. M. AND H. H. DOELLING; 1976; GEOLOGY AND URANIUM ORE DEPOSITS OF THE SAN RAFAEL RIVER MINING AREA: UTAH GEOL. AND MIN. SUR. BULLETIN (UNPUBLISHED),YOUNG; R. G. AND OTHERS; 1957; GEOLOGY OF THE SAN RAFAEL RIVER DESERT MINING DISTRICT; EMERY AND GRAND CO.; UTAH: USAEC RME - 98,CRAIG; L. C.; AND D. D. DICKEY; 1956; JURASSIC STRATA OF SOUTHEASTERN UTAH AND SOUTHWESTERN COLO.: IAPG GUIDEBOOK; 7TH ANN. FIELD CONF. PP. (93 - 104),STOKES; W. L.; 1952; LOWER CRETACEOUS IN COLORADO PLATEAU: AAPG BULLETIN; VOL. 36 PP. 1766 - 1776,U, , , , , , ,U ACC, ,21.202,LB,1953-1973, ,UGMS STUDY - 1973, , , , , , , , , , , , , , , , , ,ORE U,EST,1.50000,ST,1977,INFERRED AT .10% U3O8,TRIMBLE; L. M.; 1977, ,0
175,2384,W014802,X1N,15 - TID BOT - 34,77 02, ,BLM,TRIMBLE; LARRY M.,BLM, ,GREEN RIVER DESERT DISTRICT,EMERY,UT,US,11,14,49, , ,SALINA,250000,4440 FT,4314200,554480,12,UNKNOWN PR,021S,014E,22, ,SALT LAKE,3.7 MILES NORTH 2 DEG. EAST OF HANKSVILLE INTERCHANGE ON INTERSTATE HIGHWAY 70,MORE EXACT MERIDIAN LOCATION NW 1/4 SE 1/4 NW 1/4 SEC. 22; T 21S; R 14E.,INCLINE #7 (WEST) MINE,38-58-37N,110-22-16W,U V,TYUYAMUNITE; COFFINITE; CORVUSITE; URANINITE MONTROSEITE, , , ,U,V, , , , ,M,PERIODIC FOLDS IN SUB - MORRISON SEDIMENTS SALERATUS GRABEN,6,FOUR CORNERS URANIUM CORP,1960,B, , ,ATLAS MINERALS CORP.,JACK WATERSON,L60 - ECONOMIC STUDY (1957); L70 - ECONOMIC STUDY (1975 - 1976),BEDDED; CLASTIC SEDIMENTARY ROCK; REPLACEMENT,PINCH AND SWELL OR LENTICULAR,15,FT,75,FT,100,FT,50,FT,6,FT,SMALL,N 10 DEG E,8 DEG SE,NE,5 DEG,THE DEPOSIT IS ELONGATE IN THE DIRECTION OF PALEOCHANNELS.,75,FT,350,FT, , , , , , , ,LJUR,SANDSTONE; CONGLOMERATE, , ,LCRET,CALCITE; LIMONITE; PYRITE,PLANT REMAINS; PALEOCHANNELS,STABLE PLATFORM,SAN RAFAEL SWELL; UINTA BASIN; PARADOX FOLD - AND FAULT BELT,BLEACHING IN MUDSTONE AND SANDSTONE,PRIMARY ORE MINERALS PRECIPITATED IN REDUCING ENVIRONMENT,LJUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , ,MINERALIZATION IS LARGELY CONFINED TO PALEOCHANNELS AND IS CLOSELY RELATED TO PLANT REMAINS; WHICH HAVE BEEN PARTIALLY OR WHOLLY REPLACED BY URANIUM AND/OR VANDIUM MINERALS., ,TRIMBLE; L. M. AND H. H. DOELLING; 1976 GEOLOGY AND URANIUM ORE DEPOSITS OF THE SAN RAFAEL RIVER MINING AREA: UTAH GEOL. AND MIN. SUR. BULL. (UNPUBLISHED),YOUNG; R. G. AND OTHERS; 1957; GEOLOGY OF THE SAN RAFAEL RIVER DESERT MINING DISTRICT; EMERY AND GRAND CO.; UTAH: USAEC RME - 98,CRAIG; L. C.; AND D. D. DICKEY 1956; JURASSIC STRATA OF SOUTHEASTERN UTAH AND SOUTHWESTERN COLO.: IAPG GUIDEBOOK; 7TH ANN. FIELD CONF.; PP. 93 - 104,STOKES; W. L.; 1952 LOWER CRETACEOUS IN COLORADO PLATEAU: AAPG BULLEIN; VOL. 36 PP. 1766 - 1776,U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ORE U,EST,0.50000,ST,1977,INFERRED AT .10% U3O8,TRIMBLE; L. M. 1977, ,0
176,2390,W014808,X1N,15 - TID BOT - 40,77 02, ,BLM,TRIMBLE; LARRY M.,BLM, ,GREEN RIVER DESERT DISTRICT,EMERY,UT,US,11,14,49, , ,SALINA,250000,4520 FT,4314400,554365,12,UNKNOWN PR,021S,014E,22, ,SALT LAKE,3.9 MILES NORTH 2 DEG EAST OF THE HANKSVILLE INTERCHANGE ON INTERSTATE HIGHWAY 70.,MORE EXACT MERIDAN LOCATION NE 1/4 NW 1/4 NW 1/4 SEC. 22; T 21S; R 14E,SAN RAFAEL NO. 1 MINE,38-58-44N,110-22-21W,U V,TYUYAMUNITE; COFFINITE, , , ,U,V, , , , ,S,PERIODIC FOLDS IN SUB - MORRISON SEDIMENTS SALERATUS GRABEN,6, ,1953,B, , ,ATLAS MINERALS,JACK WATERSON,L60 - ECONOMIC STUDY (1957); L70 - ECONOMIC STUDY (1975 - 76),BEDDED; CLASTIC SEDIMENTARY ROCK; REPLACEMENT,PINCH AND SWELL OR LENTICULAR,10,FT,25,FT,50,FT,25,FT,6,FT,SMALL,N 15 DEG E,8 DEG SE,NE,5 DEG,THE DEPOSIT IS ELONGATE IN THE DIRECTION OF PALEOCHANNEL DEPOSITS.,25,FT,170,FT, , , , , , , ,LJUR,SANDSTONE; CONGLOMERATE, , ,LCRET,CALCITE; LIMONITE,PLANT REMAINS; PALEOCHANNELS,STABLE PLATFORM,SAN RAFAEL SWELL; UINTA BASIN; PARADOX FOLD - AND FAULT BELT,BLEACHING IN MUDSTONE AND SANDSTONE,PRIMARY ORE MINERALS PRECIPITATED IN A REDUCING ENVIRONMENT,LJUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , ,MINERALIZATION IS LARGELY CONFINED TO PALEOCHANNELS AND IS CLOSELY RELATED TO PLANT REMAINS; WHICH HAVE BEEN PARTIALLY OR WHOLLY REPLACED BY URANIUM AND/OR VANADIUM., ,TRIMBLE; L. M. AND H. H. DOELLING; 1976; GEOLOGY AND URANIUM ORE DEPOSITS OF THE SAN RAFAEL RIVER MINING AREA: UTAH GEOL. AND MIN. SUR. BULLETIN (UNPUBLISHED),YOUNG; R. G. AND OTHERS; 1957; GEOLOGY OF THE SAN RAFAEL RIVER DESERT MINING DISTRICT; EMERY AND GRAND CO.; UTAH: USAEC RME - 98,CRAIG; L. C.; AND D. D. DICKEY; 1956; JURASSIC STRATA OF SOUTHEASTERN UTAH AND SOUTHWESTERN COLO.: IAPG GUIDEBOOK; 7TH ANN. FIELD CONF. PP. (93 - 104),STOKES; W. L.; 1952; LOWER CRETACEOUS IN COLORADO PLATEAU: AAPG BULLETIN; VOL. 36 PP. 1766 - 1776,U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ORE U,SML, , , , , , ,0
177,2555,W018715,X1N,15 - TEMPLE MTN - 8,77 03, ,BLM,TRIMBLE; LARRY M.,BLM, ,TEMPLE MOUNTAIN AREA,EMERY,UT,US,11 SAN RAFAEL SWELL,14 GREEN RIVER BELOW WHITE RIVER II-4, , , ,SALINA,250000,5720 FT,4279800,527650,12,UNKNOWN PR, , ,03, ,SALT LAKE,1.6 MILES SOUTH OF TEMPLE MTN.,SE 1/4 NE 1/4 SEC 3; T25S; R11E,CAMP BIRD 12 GROUP OF MINES,38-40-06N,110-40-56W,U V,ASPHALTITE; CARNOTITE; CORVUSITE, , , ,U, , , , , ,M,TEMPLE MTN. COLLAPSE; EAST STRIKING FAULTS; NORTHWEST; STRIKING FAULTS,6, ,1920'S,B,BEFORE 194, , , , ,REPLACEMENT BEDDED; DISSEMENTED,TABULAR; LENTICULAR,35,FT,70,FT,100,FT,75,FT,15,FT,MEDIUM,N 25 DEG E,11 DEG SW, , ,ORE BODIES CONSIST OF C ROLLS; DIFFUSION ROLLS; MASSIVE PRIMARY ORE BODIES,70,FT,1000,FT, , , , , , ,WORKINGS CONSIST OF 14 ADITS; MOST ARE CONNECTED THOUGH 6 ARE NOT; GROUND IS BAD - HIGHLY FRACTURED AND MUCH CAVING FROM BACK,TRI,SANDSTONE; CONGLOMERATE, , ,ETERT,MALACHITE,CARBONACEOUS MATERIAL; PALEO CHANNELS,STABLE PLATFORM,SAN RAFAEL SWELL,BLEACHING IN SANDSTONE & MUDSTONE,GROUND WATER SOLUTIONS,TRI,MOSS BACK MEMBER OF CHINLE FORMATION, , , , , , , , ,HAWLEY; C. C.; 1957; SAN RAFAEL SWELL; UTAH GEOLOGIC INVESTIGATIONS OF RADIOACTIVE DEPOSITS: USAEC TEL-690,HAWLEY; C. C.; AND OTHERS; 1965; GEOLOGY AND URANIUM DEPOSITS OF THE TEMPLE MTN. DISTRICT; EMERY CO. UT.: USGS BULL. 1192,HAWLEY; C. C.; AND OTHERS; 1968; GEOLOGY; ALTERED ROCKS; AND ORE DEPOSITS OF THE SAN RAFAEL SWELL; EMERY CO.; UT.: USGS BULL 1239, ,U, , , , , , ,U ACC, ,7.05200,LB,TO 1973, ,UGMS STUDY - 1973,THE PRODUCTION FIGURE G7A IS PROBABLY NOT THE TOTAL PRODUCTION FOR THE PROPERTY., , , , , , , , ,ORE U,ACC,0.50000,ST,1973,MEASURED AT .20% U3O8,UGMS STUDY - 1973, ,ORE U,EST,2.00000,ST,1977,INFERRED AT .10%, , ,0
178,2561,W018721,X1N,15 - TEMPLE MTN - 14,77 03, , ,TRIMBLE; LARRY M., , ,TEMPLE MOUNTAIN AREA,EMERY,UT,US,11 SAN RAFAEL SWELL,14 GREEN RIVER BELOW WHITE RIVER II-4, , , ,SALINA,250000,5840 FT,4280925,528175,12,UNKNOWN PR,024S,011E,35, ,SALT LAKE,0.7 MILES SOUTH - SOUTHEAST OF TEMPLE MTN.,NW 1/4; NW 1/4; SW 1/4; SEC 35,MARCHBANK INCLINE,38-40-42N,110-40-34W,U V,ASPHALTITE; CARNOTITE; CORVUSITE, , , ,U,V, , , , ,M,TEMPLE MTN. COLLAPSE,6, ,1950'S,B, , , , , ,REPLACEMENT; BEDDED,ELONGATE; TABULAR,50,FT,50,FT,150,FT,100,FT,6,FT,MEDIUM,N 10 DEG E,5 DEG SE, , , ,100,FT,1200,FT, , , , , , , ,TRI,SANDSTONE, , ,ETERT,TAR SEEP ON FAULT IN MINE,PALEO CHANNELS; CARBONACEOUS MATERIAL,STABLE PLATFORM,SAN RAFAEL SWELL,BLEACHING IN SANDSTONE AND MUDSTONE,GROUND WATER SOLUTIONS,TRI,MOSSBACK MEMBER OF CHINLE FORMATION, , , , , , , , ,HAWLEY; C. C.; 1957; SAN RAFAEL SWELL; UTAH GEOLOGIC INVESTIGATIONS OF RADIOACTIVE DEPOSITS: USAEC TEL-690,HAWLEY; C. C.; AND OTHERS; 1965; GEOLOGY AND URANIUM DEPOSITS OF THE TEMPLE MTN. DISTRICT; EMERY CO. UT.: USGS BULL. 1192,HAWLEY; C. C.; AND OTHERS; 1968; GEOLOGY; ALTERED ROCKS; AND ORE DEPOSITS OF THE SAN RAFAEL SWELL; EMERY CO.; UT.: USGS BULL 1239, ,U, , , , , , , , , , , , , , , , , , , , , , ,ORE U,EST,1.00000,ST,1977,INFERRED AT .10% U3O8,TRIMBLE; L. M. 1977, , , , , , , , , ,0
179,2400,W014818,X1N,15 - TID BOT - 50,77 02, ,BLM,TRIMBLE; LARRY M.,BLM, ,SAN RAFAEL SWELL DISTRICT,EMERY,UT,US,11,14,49, , ,SALINA,250000,5400 FT,4310550,547625,12,UNKNOWN PR,021S,014E,34, ,SALT LAKE,4.4 MILES NORTH 73 DEG. EAST OF THE HANKSVILLE INTERCHANGE ON INTERSTATE HIGHWAY 70, ,BLACK DRAGON MINE,38-56-40N,110-27-02W,U V,URANOPHANE, , , ,U,V, , , , ,S,SAN RAFAEL REEF (MONOCLINE),6, , ,B, , , , , ,BEDDED; CLASTIC SEDIMENTARY ROCK; REPLACEMENT,LENTICULAR; TABULAR, ,FT,600,FT,100,FT,100,FT,5,FT,SMALL, , ,NE,2 DEG, ,600,FT,225,FT, , , , , , ,WORKINGS CONSIST OF THREE ADITS (MAX LENGTH 100 FT.) ENTERING OUTCROP.,TRI,SANDSTONE; CONGLOMERATE, , , ,AZURITE; MALACHITE,PLANT REMAINS; PALEOCHANNELS,STABLE PLATFORM,SAN RAFAEL SWELL; UINTA BASIN; PARADOX FOLD - AND FAULT BELT,BLEACHING IN MUDSTONE, ,TRI,MOSS BACK MEMBER OF CHINLE FM., , , , , , ,MINERALIZATION IS LARGELY CONFINED TO PALEOCHANNELS AND IS CLOSELY RELATED TO PLANT REMAINS WHICH HAVE BEEN PARTIALLY OR WHOLLY REPLACED BY URANIUM AND/OR VANADIUM MINERALS., ,TRIMBLE; L. M. AND H. H. DOELLING; 1976; GEOLOGY AND URANIUM ORE DEPOSITS OF THE SAN RAFAEL RIVER MINING AREA: UTAH GEOL AND MIN SURV. BULL. (UNPUB),HAWLEY; C. C. ROBECK; R. C. DYER H. B.; GEOLOGY; ALTERED ROCKS AND ORE DEPOSITS OF THE SAN RAFAEL SWELL; EMERY COUNTY; UT.; USGS BULL. 123,HAWLEY; C. C. ETAL; 1965; GEOLOGY AND URANIUM DEPOSITS OF THE TEMPLE MOUNTAIN DISTRICT; EMERY CO.; UT.: USGS BULL. 1192,GILLULY; J. 1924; GEOLOGY AND OIL AND GAS PROSPECTS OF PART OF THE SAN RAFAEL SWELL; UTAH: USGS BULL. 806 PP. 64 - 150,U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ORE U,EST,20.000,ST,1973,INFERRED AT .10% U3O8,UGMS STUDY - 1973, ,0
180,2355,W014773,X1N,15 - TID BOT - 5,77 01, ,BLM,TRIMBLE; LARRY M.,BLM, ,GREEN RIVER DESERT,EMERY,UT,US,11,14,49, , ,SALINA,250000,4320 FT,4300270,556725,12,UNKNOWN PR,022S,014E,35, ,SALT LAKE,13.75 MILES SOUTH 44 DEG WEST OF GREEN RIVER; UTAH,MORE EXACT MERIDIAN LOCATION SE 1/4 SW 1/4 SE 1/4 SEC. 35; T22S; R14E,COMETOITE #2 MINE,38-51-05N,110-20-47W,U V,TYUYAMUNITE; COFFINITE; CORVUSITE, , , ,U, , , , , ,S,PERIODIC FOLDS IN SUB - MORRISON SEDIMENTS,6, ,1950'S,B, , ,ALFRED OR DONALD ACERSON,ALFRED O. ACERSON,L60 - ECONOMIC STUDY (1957); L70 - ECONOMIC STUDY (1975 - 76),BEDDED; CLASTIC SEDIMENTARY ROCK; REPLACEMENT,PINCH AND SWELL OR LENTICULAR,10,FT,20,FT,50,FT,15,FT,6,FT,SMALL,N 50 DEG W,2 DEG NE,NE,2 DEG, ,20,FT,210,FT, , , , , , ,WORKINGS ARE IN COMPETENT SANDSTONE AND NEEDS LITTLE OR NO TIMBERING,LJUR,SANDSTONE; CONGLOMERATE, , ,LCRET,CALCITE; LIMONITE,PLANT REMAINS (PARTICULARLY LOGS) PALEOCHANNELS,STABLE PLATFORM,SAN RAFAEL SWELL; UINTA BASIN; PARADOX FOLD - AND FAULT BELT,BLEACHING IN MUDSTONE AND SANDSTONE,PRIMARY ORE MINERALS PRECIPITATED IN A REDUCING ENVIRONMENT,LJUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , ,MINERALIZATION IS LARGELY CONFINED TO PALEOCHANNELS AND IS CLOSELY RELATED TO PLANT REMAINS WHICH HAVE BEEN PARTIALLY OR WHOLLY REPLACED BY URANIUM AND/OR VANADIUM MINERALS., ,TRIMBLE; L. M. AND H. H. DOELLING; 1976; GEOLOGY AND URANIUM ORE DEPOSITS OF THE SAN RAFAEL RIVER MINING AREA: UTAH GEOL. AND MIN. SUR. BULLETIN (UNPUBLISHED),YOUNG; R. G. AND OTHERS; 1957; GEOLOGY OF THE SAN RAFAEL RIVER DESERT MINING DISTRICT; EMERY AND GRAND CO.; UTAH: USAEC RME - 98,CRAIG; L. C.; AND D. D. DICKEY; 1956; JURASSIC STRATA OF SOUTHEASTERN UTAH AND SOUTHWESTERN COLO.: IAPG GUIDEBOOK; 7TH ANN. FIELD CONF. PP.(93 - 104),STOKES; W. L.; 1952; LOWER CRETACEOUS IN COLORADO PLATEAU: AAPG BULLETIN; VOL. 36 PP. 1766 - 1776,U, , , , , , , , , , , , ,TRIMBLE; L. M.; 1976, , , , , , , , , , , , , , , , , ,ORE U,EST,0.50000,ST,1976,INFERRED AT .10% U3O8,TRIMBLE; L. M.; 1976, ,0
181,2490,W015523,X1N,15 - SAN RAFAEL KNOB - 13,77 03, ,BLM,MC CARTHY; BLAIR M.,BLM, ,SAN RAFAEL DISTRICT,EMERY,UT,US,11,14,49, , ,SALINA,250000,7160 FT,4293850,514500,12,UNKNOWN PR,023S,010E,20 19, ,SALT LAKE, ,SECTION SUBDIVISIONS: SE 1/4; SE 1/4; SEC 19 AND SW 1/4; SW 1/4; SEC 20,PAYDAY MINE,38-47-42N,110-49-59W,U CU V,ASPHALTITE; URANINITE; COALIFIED WOOD, , , ,U,V,CU, , , ,M, ,6, , ,B, , ,ELDEN BRYAN; FOSTER NELSON, , ,BEDDED; REPLACEMENT,TABULAR - BLANKET; LENS,60,FT,80,FT,70,FT,25,FT,3,FT,SMALL,N 20 DEG E,2 DEG NW, , , ,60,FT,150,FT, , , , , , ,THERE ARE TWO ADITS; BOTH CAVED,TRI,LIMESTONE PEBBLE CONGLOMERATE, , ,ETERT,BARITE; JASPEROID; MARCASITE,COALIFIED WOOD AND ASPHALTITE,STABLE PLATFORM,SAN RAFAEL SWELL, ,GROUND WATER SOLUTIONS,TRI,CHINLE - FORMATION - MONITOR BUTTE MEMBER, , , , , , , , ,HAWLEY; C.C. AND OTHERS; 1968; GEOLOGY; ALTERED ROCKS; AND ORE DEPOSITS OF THE SAN RAFAEL SWELL; EMERY CO.; UTAH;: USGS BULL. 1239, , , ,U, , , , , , , , , , , , , , ,ORE U,SML, , ,1977,0.15% U3O8, , , , , , , , , , , , , , , , , , ,0
